Pallet: "pallet_sudo", Extrinsic: "sudo", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
c,extrinsic_time,storage_root_time,reads,repeat_reads,writes,repeat_writes
3879709,59000,7000,1,4,0,2
3879709,56000,7000,1,4,0,2
3879709,53000,6000,1,4,0,2
3879709,55000,6000,1,4,0,2
3879709,54000,6000,1,4,0,2
3879709,57000,7000,1,4,0,2
3879709,63000,7000,1,4,0,2
3984566,47000,6000,1,4,0,2
3984566,53000,6000,1,4,0,2
3984566,47000,5000,1,4,0,2
3984566,47000,4000,1,4,0,2
3984566,46000,4000,1,4,0,2
3984566,47000,5000,1,4,0,2
3984566,54000,6000,1,4,0,2
3984566,53000,6000,1,4,0,2
3984566,48000,5000,1,4,0,2
3984566,46000,5000,1,4,0,2
3984566,65000,7000,1,4,0,2
3984566,56000,7000,1,4,0,2
3984566,58000,7000,1,4,0,2
3984566,61000,7000,1,4,0,2
3984566,61000,8000,1,4,0,2
3984566,58000,8000,1,4,0,2
3984566,60000,8000,1,4,0,2
3984566,59000,6000,1,4,0,2
3984566,47000,5000,1,4,0,2
3984566,56000,7000,1,4,0,2
4089423,50000,6000,1,4,0,2
4089423,54000,6000,1,4,0,2
4089423,48000,5000,1,4,0,2
4089423,54000,6000,1,4,0,2
4089423,53000,6000,1,4,0,2
4089423,48000,6000,1,4,0,2
4089423,47000,5000,1,4,0,2
4089423,68000,7000,1,4,0,2
4089423,55000,7000,1,4,0,2
4089423,69000,7000,1,4,0,2
4089423,54000,6000,1,4,0,2
4089423,82000,6000,1,4,0,2
4089423,55000,6000,1,4,0,2
4089423,57000,6000,1,4,0,2
4089423,49000,6000,1,4,0,2
4089423,57000,6000,1,4,0,2
4089423,60000,8000,1,4,0,2
4089423,56000,7000,1,4,0,2
4089423,59000,7000,1,4,0,2
4089423,54000,7000,1,4,0,2
4194280,54000,7000,1,4,0,2
4194280,59000,7000,1,4,0,2
4194280,54000,7000,1,4,0,2
4194280,58000,8000,1,4,0,2
4194280,56000,7000,1,4,0,2
4194280,95000,8000,1,4,0,2
4194280,61000,7000,1,4,0,2
4194280,59000,7000,1,4,0,2
4194280,55000,7000,1,4,0,2
4194280,48000,6000,1,4,0,2
4194280,47000,6000,1,4,0,2
4194280,50000,5000,1,4,0,2
4194280,60000,8000,1,4,0,2
4194280,52000,6000,1,4,0,2
4194280,48000,6000,1,4,0,2
4194280,52000,6000,1,4,0,2
4194280,63000,8000,1,4,0,2
4194280,61000,7000,1,4,0,2
4194280,67000,9000,1,4,0,2
4194280,59000,7000,1,4,0,2
4299137,55000,8000,1,4,0,2
4299137,57000,8000,1,4,0,2
4299137,50000,6000,1,4,0,2
4299137,57000,7000,1,4,0,2
4299137,56000,7000,1,4,0,2
4299137,54000,7000,1,4,0,2
4299137,54000,7000,1,4,0,2
4299137,58000,7000,1,4,0,2
4299137,60000,6000,1,4,0,2
4299137,52000,6000,1,4,0,2
4299137,49000,6000,1,4,0,2
4299137,56000,6000,1,4,0,2
4299137,53000,6000,1,4,0,2
4299137,53000,6000,1,4,0,2
4299137,40000,34000,1,4,0,2
4299137,52000,7000,1,4,0,2
4299137,56000,7000,1,4,0,2
4299137,65000,9000,1,4,0,2
4299137,55000,7000,1,4,0,2
4299137,55000,7000,1,4,0,2
4403994,55000,7000,1,4,0,2
4403994,55000,6000,1,4,0,2
4403994,56000,7000,1,4,0,2
4403994,60000,7000,1,4,0,2
4403994,56000,7000,1,4,0,2
4403994,91000,7000,1,4,0,2
4403994,66000,8000,1,4,0,2
4403994,55000,6000,1,4,0,2
4403994,55000,7000,1,4,0,2
4403994,53000,6000,1,4,0,2
4403994,57000,6000,1,4,0,2
4403994,55000,6000,1,4,0,2
4403994,61000,11000,1,4,0,2
4403994,50000,5000,1,4,0,2
4403994,51000,6000,1,4,0,2
4403994,50000,5000,1,4,0,2
4403994,47000,4000,1,4,0,2
4403994,64000,8000,1,4,0,2
4403994,62000,9000,1,4,0,2
4403994,73000,6000,1,4,0,2
4508851,61000,9000,1,4,0,2
4508851,75000,10000,1,4,0,2
4508851,93000,8000,1,4,0,2
4508851,60000,7000,1,4,0,2
4508851,59000,7000,1,4,0,2
4508851,56000,6000,1,4,0,2
4508851,64000,7000,1,4,0,2
4508851,58000,7000,1,4,0,2
4508851,56000,6000,1,4,0,2
4508851,49000,6000,1,4,0,2
4508851,58000,7000,1,4,0,2
4508851,56000,6000,1,4,0,2
4508851,52000,7000,1,4,0,2
4508851,51000,6000,1,4,0,2
4508851,57000,6000,1,4,0,2
4508851,58000,7000,1,4,0,2
4508851,52000,6000,1,4,0,2
4508851,55000,6000,1,4,0,2
4508851,61000,7000,1,4,0,2
4508851,51000,6000,1,4,0,2
4613708,57000,7000,1,4,0,2
4613708,55000,7000,1,4,0,2
4613708,60000,7000,1,4,0,2
4613708,61000,7000,1,4,0,2
4613708,90000,7000,1,4,0,2
4613708,64000,8000,1,4,0,2
4613708,61000,7000,1,4,0,2
4613708,61000,7000,1,4,0,2
4613708,60000,7000,1,4,0,2
4613708,64000,8000,1,4,0,2
4613708,57000,7000,1,4,0,2
4613708,49000,5000,1,4,0,2
4613708,52000,6000,1,4,0,2
4613708,70000,8000,1,4,0,2
4613708,53000,6000,1,4,0,2
4613708,51000,6000,1,4,0,2
4613708,47000,5000,1,4,0,2
4613708,58000,7000,1,4,0,2
4613708,52000,7000,1,4,0,2
4613708,54000,6000,1,4,0,2
4718565,88000,11000,1,4,0,2
4718565,65000,7000,1,4,0,2
4718565,57000,7000,1,4,0,2
4718565,58000,7000,1,4,0,2
4718565,55000,8000,1,4,0,2
4718565,56000,7000,1,4,0,2
4718565,54000,7000,1,4,0,2
4718565,47000,5000,1,4,0,2
4718565,53000,7000,1,4,0,2
4718565,54000,7000,1,4,0,2
4718565,59000,8000,1,4,0,2
4718565,66000,6000,1,4,0,2
4718565,49000,5000,1,4,0,2
4718565,53000,6000,1,4,0,2
4718565,43000,6000,1,4,0,2
4718565,55000,6000,1,4,0,2
4718565,57000,7000,1,4,0,2
4718565,55000,6000,1,4,0,2
4718565,58000,8000,1,4,0,2
4718565,55000,6000,1,4,0,2
4823422,50000,7000,1,4,0,2
4823422,106000,7000,1,4,0,2
4823422,67000,7000,1,4,0,2
4823422,63000,9000,1,4,0,2
4823422,69000,9000,1,4,0,2
4823422,59000,7000,1,4,0,2
4823422,71000,7000,1,4,0,2
4823422,50000,6000,1,4,0,2
4823422,54000,6000,1,4,0,2
4823422,47000,6000,1,4,0,2
4823422,51000,6000,1,4,0,2
4823422,53000,6000,1,4,0,2
4823422,52000,6000,1,4,0,2
4823422,53000,7000,1,4,0,2
4823422,48000,6000,1,4,0,2
4823422,53000,6000,1,4,0,2
4823422,51000,6000,1,4,0,2
4823422,80000,6000,1,4,0,2
4823422,61000,7000,1,4,0,2
4823422,64000,8000,1,4,0,2
4928279,57000,7000,1,4,0,2
4928279,56000,6000,1,4,0,2
4928279,56000,7000,1,4,0,2
4928279,55000,6000,1,4,0,2
4928279,57000,7000,1,4,0,2
4928279,48000,5000,1,4,0,2
4928279,59000,8000,1,4,0,2
4928279,58000,7000,1,4,0,2
4928279,48000,5000,1,4,0,2
4928279,48000,5000,1,4,0,2
4928279,81000,6000,1,4,0,2
4928279,60000,7000,1,4,0,2
4928279,51000,6000,1,4,0,2
4928279,53000,6000,1,4,0,2
4928279,48000,6000,1,4,0,2
4928279,51000,5000,1,4,0,2
4928279,48000,5000,1,4,0,2
4928279,47000,5000,1,4,0,2
4928279,51000,6000,1,4,0,2
4928279,56000,7000,1,4,0,2
5033136,56000,7000,1,4,0,2
5033136,54000,7000,1,4,0,2
5033136,55000,6000,1,4,0,2
5033136,52000,6000,1,4,0,2
5033136,47000,5000,1,4,0,2
5033136,46000,5000,1,4,0,2
5033136,50000,5000,1,4,0,2
5033136,48000,6000,1,4,0,2
5033136,56000,6000,1,4,0,2
5033136,53000,5000,1,4,0,2
5033136,60000,7000,1,4,0,2
5033136,59000,6000,1,4,0,2
5033136,72000,7000,1,4,0,2
5033136,65000,9000,1,4,0,2
5033136,66000,10000,1,4,0,2
5033136,56000,7000,1,4,0,2
5033136,68000,6000,1,4,0,2
5033136,53000,7000,1,4,0,2
5033136,58000,6000,1,4,0,2
5033136,58000,7000,1,4,0,2
5137993,55000,7000,1,4,0,2
5137993,52000,6000,1,4,0,2
5137993,54000,6000,1,4,0,2
5137993,56000,7000,1,4,0,2
5137993,59000,8000,1,4,0,2
5137993,54000,7000,1,4,0,2
5137993,60000,7000,1,4,0,2
5137993,60000,7000,1,4,0,2
5137993,81000,11000,1,4,0,2
5137993,59000,7000,1,4,0,2
5137993,74000,7000,1,4,0,2
5137993,51000,6000,1,4,0,2
5137993,50000,5000,1,4,0,2
5137993,58000,7000,1,4,0,2
5137993,56000,7000,1,4,0,2
5137993,56000,7000,1,4,0,2
5137993,57000,8000,1,4,0,2
5137993,62000,7000,1,4,0,2
5137993,55000,7000,1,4,0,2
5137993,49000,5000,1,4,0,2
5242850,50000,8000,1,4,0,2
5242850,49000,5000,1,4,0,2
5242850,40000,4000,1,4,0,2
5242850,57000,7000,1,4,0,2
5242850,55000,6000,1,4,0,2
5242850,47000,5000,1,4,0,2
5242850,43000,5000,1,4,0,2
5242850,48000,6000,1,4,0,2
5242850,42000,4000,1,4,0,2
5242850,48000,6000,1,4,0,2
5242850,52000,6000,1,4,0,2
5242850,57000,8000,1,4,0,2
5242850,81000,13000,1,4,0,2
5242850,56000,7000,1,4,0,2
5242850,57000,8000,1,4,0,2
5242850,47000,5000,1,4,0,2
5242850,49000,6000,1,4,0,2
5242850,49000,6000,1,4,0,2
5242850,51000,6000,1,4,0,2
5242850,48000,5000,1,4,0,2

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=       49
    + c        0
              µs

Reads = 1 + (0 * c)
Writes = 0 + (0 * c)
Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    c   mean µs  sigma µs       %
    0      54.3     0.458    0.8%
104857        54     0.894    1.6%
209714      48.4     1.019    2.1%
314571      45.7     0.458    1.0%
419428      49.5     1.204    2.4%
524285        50     1.095    2.1%
629142      49.6       1.2    2.4%
733999      46.1       0.3    0.6%
838856      46.3     0.781    1.6%
943713      46.8     0.748    1.5%
1048570      49.3     0.781    1.5%
1153427        46         0    0.0%
1258284      46.2       0.4    0.8%
1363141      57.1     2.586    4.5%
1467998      46.9       0.7    1.4%
1572855      50.3     1.345    2.6%
1677712      51.9     2.879    5.5%
1782569      47.5     1.024    2.1%
1887426      56.1     4.928    8.7%
1992283        51     2.529    4.9%
2097140      55.6     2.107    3.7%
2201997      47.4     0.663    1.3%
2306854      54.8     2.891    5.2%
2411711      48.9     2.022    4.1%
2516568      53.8     0.748    1.3%
2621425      52.8     2.821    5.3%
2726282      49.8     2.039    4.0%
2831139        55     1.183    2.1%
2935996      54.1     1.135    2.0%
3040853      51.4     2.332    4.5%
3145710      54.6     2.374    4.3%
3250567      53.2     2.712    5.0%
3355424      50.3     2.238    4.4%
3460281      51.8     2.959    5.7%
3565138      55.1       2.3    4.1%
3669995      51.4       2.2    4.2%
3774852      53.8     0.748    1.3%
3879709      54.4     1.624    2.9%
3984566        53     4.074    7.6%
4089423      54.9       1.3    2.3%
4194280      56.6     2.615    4.6%
4299137      54.7       1.1    2.0%
4403994      56.5     2.109    3.7%
4508851      57.3     1.486    2.5%
4613708      57.6     2.764    4.7%
4718565      55.6      1.28    2.3%
4823422      56.3      4.67    8.2%
4928279      53.4      2.87    5.3%
5033136      55.8     1.989    3.5%
5137993      56.5     1.627    2.8%
5242850      49.9     2.118    4.2%

Quality and confidence:
param     error
c             0

Model:
Time ~=    48.46
    + c        0
              µs

Reads = 1 + (0 * c)
Writes = 0 + (0 * c)
